Feature,Mean Absolute SHAP Value
3318,21.618954864678145
1363,16.5100607857963
1458,7.627339199207835
1157,7.227404480909043
1080,6.968426700333339
1020,6.316432016550028
1233,5.818189604048721
3007,5.294961523531331
720,4.705393935542233
881,1.4368929019142729
2852,0.7683274356593575
530,0.6101815005360588
1741,0.24856799691174075
2923,0.23526763560294367
