3.996813e+002,0.000000e+000
4.001635e+002,1.153997e-002
4.006456e+002,1.557344e-002
4.011277e+002,1.856649e-002
4.016098e+002,2.011430e-002
4.020919e+002,2.002782e-002
4.025741e+002,1.843268e-002
4.030562e+002,1.576034e-002
4.035383e+002,1.261193e-002
4.040204e+002,9.586095e-003
4.045026e+002,7.161670e-003
4.049847e+002,5.646170e-003
4.054668e+002,5.145931e-003
4.059489e+002,5.541317e-003
4.064311e+002,6.502282e-003
4.069132e+002,7.586274e-003
4.073953e+002,8.381734e-003
4.078774e+002,8.630051e-003
4.083596e+002,8.269667e-003
4.088417e+002,7.426447e-003
4.093238e+002,6.362489e-003
4.098059e+002,5.401698e-003
4.102881e+002,4.823603e-003
4.107702e+002,4.777671e-003
4.112523e+002,5.252197e-003
4.117344e+002,6.115732e-003
4.122166e+002,7.182286e-003
4.126987e+002,8.265885e-003
4.131808e+002,9.211277e-003
4.136630e+002,9.909369e-003
4.141451e+002,1.030172e-002
4.146272e+002,1.037233e-002
4.151093e+002,1.012180e-002
4.155915e+002,9.547922e-003
4.160736e+002,8.635121e-003
4.165557e+002,7.381587e-003
4.170378e+002,5.854003e-003
4.175200e+002,4.272508e-003
4.180021e+002,3.055810e-003
4.184842e+002,2.724859e-003
4.189663e+002,3.638539e-003
4.194485e+002,5.756017e-003
4.199306e+002,8.653441e-003
4.204127e+002,1.175296e-002
4.208948e+002,1.452588e-002
4.213770e+002,1.658966e-002
4.218591e+002,1.772763e-002
4.223412e+002,1.789333e-002
4.228233e+002,1.719960e-002
4.233055e+002,1.590048e-002
4.237876e+002,1.434769e-002
4.242697e+002,1.293003e-002
4.247518e+002,1.199259e-002
4.252339e+002,1.175882e-002
4.257161e+002,1.227989e-002
4.261982e+002,1.343853e-002
4.266803e+002,1.500254e-002
4.271624e+002,1.669852e-002
4.276446e+002,1.826387e-002
4.281267e+002,1.948337e-002
4.286088e+002,2.020915e-002
4.290909e+002,2.038136e-002
4.295731e+002,2.003712e-002
4.300552e+002,1.930348e-002
4.305373e+002,1.836067e-002
4.310194e+002,1.739521e-002
4.315016e+002,1.655964e-002
4.319837e+002,1.594709e-002
4.324658e+002,1.558477e-002
4.329479e+002,1.544038e-002
4.334301e+002,1.544223e-002
4.339122e+002,1.550572e-002
4.343943e+002,1.555853e-002
4.348764e+002,1.555637e-002
4.353586e+002,1.548907e-002
4.358407e+002,1.537632e-002
4.363228e+002,1.525591e-002
4.368049e+002,1.517369e-002
4.372870e+002,1.516937e-002
4.377692e+002,1.527273e-002
4.382513e+002,1.550318e-002
4.387334e+002,1.587412e-002
4.392155e+002,1.639300e-002
4.396977e+002,1.705746e-002
4.401798e+002,1.784230e-002
4.406619e+002,1.869234e-002
4.411440e+002,1.951917e-002
4.416262e+002,2.021710e-002
4.421083e+002,2.068977e-002
4.425904e+002,2.087719e-002
4.430725e+002,2.077398e-002
4.435547e+002,2.043081e-002
4.440368e+002,1.994396e-002
4.445189e+002,1.943115e-002
4.450010e+002,1.900184e-002
4.454832e+002,1.873258e-002
4.459653e+002,1.864914e-002
4.464474e+002,1.872887e-002
4.469295e+002,1.891202e-002
4.474117e+002,1.912080e-002
4.478938e+002,1.928125e-002
4.483759e+002,1.934277e-002
4.488580e+002,1.928779e-002
4.493402e+002,1.912918e-002
4.498223e+002,1.889427e-002
4.503044e+002,1.860805e-002
4.507865e+002,1.828301e-002
4.512687e+002,1.792168e-002
4.517508e+002,1.753042e-002
4.522329e+002,1.713635e-002
4.527150e+002,1.679484e-002
4.531972e+002,1.658408e-002
4.536793e+002,1.657892e-002
4.541614e+002,1.682742e-002
4.546436e+002,1.732931e-002
4.551257e+002,1.802590e-002
4.556078e+002,1.879416e-002
4.560899e+002,1.945447e-002
4.565721e+002,1.980748e-002
4.570542e+002,1.970671e-002
4.575363e+002,1.914071e-002
4.580184e+002,1.826943e-002
4.585005e+002,1.737652e-002
4.589827e+002,1.676264e-002
4.594648e+002,1.663923e-002
4.599469e+002,1.706831e-002
4.604290e+002,1.795410e-002
4.609112e+002,1.907412e-002
4.613933e+002,2.013394e-002
4.618754e+002,2.083902e-002
4.623575e+002,2.096692e-002
4.628397e+002,2.043203e-002
4.633218e+002,1.931585e-002
4.638039e+002,1.784765e-002
4.642860e+002,1.633661e-002
4.647682e+002,1.508130e-002
4.652503e+002,1.429564e-002
4.657324e+002,1.407380e-002
4.662145e+002,1.439040e-002
4.666967e+002,1.512150e-002
4.671788e+002,1.607728e-002
4.676609e+002,1.704429e-002
4.681430e+002,1.783094e-002
4.686252e+002,1.830330e-002
4.691073e+002,1.839299e-002
4.695894e+002,1.808486e-002
4.700715e+002,1.739790e-002
4.705536e+002,1.638130e-002
4.710358e+002,1.512325e-002
4.715179e+002,1.376797e-002
4.720000e+002,1.250859e-002
4.724821e+002,1.154919e-002
4.729643e+002,1.104093e-002
4.734464e+002,1.103416e-002
4.739285e+002,1.146669e-002
4.744106e+002,1.219162e-002
4.748928e+002,1.301496e-002
4.753749e+002,1.373411e-002
4.758570e+002,1.417057e-002
4.763391e+002,1.419727e-002
4.768213e+002,1.376024e-002
4.773034e+002,1.289132e-002
4.777855e+002,1.171140e-002
4.782676e+002,1.042012e-002
4.787498e+002,9.271253e-003
4.792319e+002,8.532383e-003
4.797140e+002,8.428487e-003
4.801961e+002,9.084143e-003
4.806783e+002,1.047836e-002
4.811604e+002,1.242597e-002
4.816425e+002,1.458896e-002
4.821246e+002,1.652598e-002
4.826068e+002,1.778386e-002
4.830889e+002,1.802162e-002
4.835710e+002,1.713218e-002
4.840531e+002,1.530108e-002
4.845353e+002,1.296273e-002
4.850174e+002,1.067066e-002
4.854995e+002,8.936008e-003
4.859816e+002,8.096422e-003
4.864638e+002,8.242043e-003
