Feature,Mean Absolute SHAP Value
3318,62.25299218260425
530,50.2925066834265
720,35.55672084949558
3007,35.42283173515871
1363,31.85593855644267
1157,22.29189349144578
1020,13.112858585546817
1080,9.59415600680827
1233,7.434348047086999
2923,6.288544781538277
881,5.449484003252311
2852,4.0703117783492235
1741,4.037648680199561
1458,3.0989007368665558
