Feature,Mean Absolute SHAP Value
881,8.945376839746618
1020,7.952710097812713
1363,2.9739311001772166
3007,2.4570939540594683
3318,2.0656634071072606
720,1.905338231253584
1233,1.6178065571458091
1458,1.6047496292805052
530,1.5463493165016913
1157,1.0633996723993364
1741,0.8010007119923861
1080,0.590375140943702
2923,0.3999088167313101
2852,0.34773627627583015
