Feature,Mean Absolute SHAP Value
1080,9.56433375685293
881,6.0760480054612795
1157,5.1012977078934325
1363,3.21578284120933
3007,3.0282351819299356
1741,2.3684732768546564
1020,2.054300421775015
3318,1.9892898616194052
2852,1.9170551798460218
720,1.7819292286065345
530,1.6092206293960263
1233,1.0636671430631561
1458,0.8338620994026827
2923,0.7965717013259389
