Feature,Mean Absolute SHAP Value
881,9.163865558161424
1233,8.303656546127113
3007,5.004320810016922
1458,3.9384224329386863
1080,2.8265654439975734
530,2.7015034720755575
2852,2.161605331057441
1741,2.1323194398818446
3318,1.7618492475796301
1363,1.6946510754798978
2923,1.5918932756720516
1020,1.5385155122829481
1157,1.4474354121885238
720,0.7315075004531651
